source,target
CHEBI:17544,HP:0200114
PUBCHEM.COMPOUND:53394049,MONDO:0006875
CHEBI:187893,MONDO:0002545
CHEBI:6709,HP:0002018
CHEBI:5118,UMLS:C2063866
CHEBI:18332,MONDO:0006107
CHEBI:8364,MONDO:0005044
CHEBI:18208,MONDO:0001595
PUBCHEM.COMPOUND:189563,MONDO:0005068
CHEBI:3048,MONDO:0021095
UNII:4B33BGI082,HP:0000989
CHEBI:4953,MONDO:0007254
UNII:NQX9KB6PCL,MONDO:0005797
PUBCHEM.COMPOUND:129762253,MONDO:0004992
CHEBI:72296,HP:0034192
UNII:2XOI31YC4N,MONDO:0006052
PUBCHEM.COMPOUND:596,MONDO:0010643
CHEBI:681848,UMLS:C0865850
PUBCHEM.COMPOUND:18680304,MONDO:0007476
CHEBI:41879,MONDO:0009693
PUBCHEM.COMPOUND:71313467,MONDO:0005180
CHEBI:5106,UMLS:C0848309
CHEBI:91583,MONDO:0015254
CHEBI:16962,MONDO:0005306
UNII:7XL5ISS668,MONDO:0004952
CHEBI:63598,MONDO:0100338
CHEBI:50922,MONDO:0005277
CHEBI:3745,MONDO:0018602
CHEBI:4392,MONDO:0005297
CHEBI:7983,MONDO:0013600
CHEBI:8435,HP:0002013
CHEBI:2955,HP:0000371
CHEBI:16236,MONDO:0005045
CHEBI:231416,MONDO:0100244
CHEBI:46345,UMLS:C0854776
CHEBI:8069,MONDO:0002125
CHEBI:6888,MONDO:0008383
CHEBI:41879,MONDO:0011849
CHEBI:28918,MONDO:0001358
CHEBI:17823,MONDO:0800486
CHEBI:46081,MONDO:0004522
CHEBI:15366,MONDO:0004795
CHEBI:5801,MONDO:0005136
CHEBI:31795,UMLS:C0022876
CHEBI:61390,MONDO:0005097
CHEBI:44423,MONDO:0005029
CHEBI:22652,MONDO:0001860
RXCUI:861635,HP:0007906
MESH:C586502,MONDO:0006519
CHEBI:9667,MONDO:0005059
PUBCHEM.COMPOUND:17756656,UMLS:C0851989
CHEBI:9667,MONDO:0005848
CHEBI:7459,MONDO:0043775
CHEBI:229652,MONDO:0005342
RXCUI:151539,MONDO:0011751
CHEBI:17439,MONDO:0005154
UNII:8BR2SOL3L1,UMLS:C0153690
CHEBI:134742,MONDO:0005861
PUBCHEM.COMPOUND:24783652,MONDO:0005098
UNII:LKC0U3A8NJ,MONDO:0005386
CHEBI:31941,MONDO:0005575
CHEBI:64356,MONDO:0041052
CHEBI:4027,MONDO:0004989
CHEBI:28304,UMLS:C0564750
UNII:NQX9KB6PCL,MONDO:0008250
CHEBI:50845,MONDO:0004277
CHEBI:60648,MONDO:0005664
CHEBI:6888,MONDO:0001713
CHEBI:229213,UMLS:C0278488
CHEBI:167450,UMLS:C2921627
CHEBI:178199,UMLS:C2747837
UNII:F7BD3Z4X8L,MONDO:0008170
UNII:A10SJL62JY,MONDO:0000450
CHEBI:50845,MONDO:0001797
UNII:9X7O8V25IT,MONDO:0007476
CHEBI:29103,MONDO:0005020
UNII:B6E7K36KT8,MONDO:0015290
MESH:D006514,MONDO:0000984
CHEBI:35940,UMLS:C0342114
CHEBI:45783,MONDO:0006159
CHEBI:44185,MONDO:0004967
CHEBI:2922,MONDO:0008383
UNII:15C2VL427D,MONDO:0810000
CHEBI:52717,MONDO:0018876
UNII:NQX9KB6PCL,NCIT:C118469
RXCUI:1151608,MONDO:0001134
CHEBI:50922,MONDO:0005475
PUBCHEM.COMPOUND:56841838,UMLS:C1096266
MESH:C000711751,MONDO:0100096
CHEBI:4672,MONDO:0007254
PUBCHEM.COMPOUND:71544787,HP:0002018
CHEBI:47519,MONDO:0002026
CHEBI:47381,UMLS:C0149875
CHEBI:135515,MONDO:0004948
CHEBI:6456,MONDO:0006651
CHEBI:71028,HP:0001987
CHEBI:8378,MONDO:0043789
CHEBI:134991,MONDO:0043219
CHEBI:6076,MONDO:0001628
CHEBI:1864,MONDO:0009691
CHEBI:68642,MONDO:0004956
CHEBI:9437,MONDO:0010150
UNII:420K487FSG,MONDO:0006031
CHEBI:6367,HP:0011147
DRUGBANK:DB10611,MONDO:0005271
UMLS:C5881776,MONDO:0005233
UNII:7XL5ISS668,MONDO:0020325
PUBCHEM.COMPOUND:157010427,MONDO:0005041
MESH:C586502,MONDO:0007254
UNII:2BT4C47RUI,MONDO:0056806
UNII:P76B05O5V6,MONDO:0008315
CHEBI:9667,MONDO:0004855
RXCUI:215703,MONDO:0005545
CHEBI:3534,UMLS:C0852874
CHEBI:75998,MONDO:0005105
DRUGBANK:DB13924,MONDO:0005609
UNII:FYS6T7F842,MONDO:0022205
UNII:98DE7VN88D,MONDO:0002158
DRUGBANK:DB00083,MONDO:0005301
CHEBI:59343,UMLS:C1735365
RXCUI:2642142,MONDO:0000270
CHEBI:8382,MONDO:0005062
CHEBI:86545,MONDO:0009376
CHEBI:31647,MONDO:0040679
UNII:438HCF2X0M,MONDO:0019514
CHEBI:15544,MONDO:0000153
CHEBI:2682,MONDO:0042233
UNII:8L7891MRB6,MONDO:0005191
CHEBI:600520,MONDO:0044070
UNII:DPT0O3T46P,MONDO:0005233
CHEBI:521033,MONDO:0010811
CHEBI:42355,MONDO:0024355
CHEBI:17234,UMLS:C0858734
CHEBI:75045,MONDO:0005191
CHEBI:17026,UMLS:C5848632
CHEBI:474053,MONDO:0005025
CHEBI:2904,MONDO:0005068
UNII:I47IU4FOCO,MONDO:0005279
UNII:DQ448MW7KS,MONDO:0021094
CHEBI:100241,MONDO:0004277
PUBCHEM.COMPOUND:24783652,MONDO:0021187
CHEBI:39585,MONDO:0001945
CHEBI:63611,MONDO:0005956
CHEBI:142406,HP:0012532
CHEBI:3077,MONDO:0019127
UNII:M4EN45951F,MONDO:0004277
CHEBI:8212,MONDO:0007661
CHEBI:31647,MONDO:0005233
CHEBI:3759,MONDO:0005386
CHEBI:9241,MONDO:0005044
CHEBI:3759,MONDO:0005068
CHEBI:161680,MONDO:0006887
RXCUI:21659,MONDO:0006668
CHEBI:31696,MONDO:0002974
CHEBI:7003,NCIT:C178565
CHEBI:7470,MONDO:0005552
CHEBI:63580,UMLS:C4049395
CHEBI:29321,MONDO:0005009
CHEBI:16199,MONDO:0002406
CHEBI:22652,MONDO:0100471
RXCUI:864675,MONDO:0005136
DRUGBANK:DB00028,MONDO:0005249
RXCUI:1162777,MONDO:0006652
UNII:H3753190JS,MONDO:0010481
CHEBI:50885,MONDO:0015129
UNII:2S9ZZM9Q9V,MONDO:0002158
CHEBI:8059,MONDO:0005015
CHEBI:85977,MONDO:0005657
PUBCHEM.COMPOUND:9811635,UMLS:C0339289
CHEBI:28918,HP:0012669
CHEBI:31348,UMLS:C0278498
CHEBI:6456,MONDO:0001034
CHEBI:50729,MONDO:0005301
CHEBI:3215,MONDO:0005848
CHEBI:3398,MONDO:0005492
DRUGBANK:DB00083,MONDO:0019772
RXCUI:1090966,MONDO:0006873
UNII:75H6U03J2H,MONDO:0007256
RXCUI:1295555,UMLS:C1306878
CHEBI:82960,MONDO:0004951
UNII:C3VX249T6L,MONDO:0019100
CHEBI:17439,MONDO:0005673
CHEBI:204928,MONDO:0004277
CHEBI:66903,MONDO:0020804
RXCUI:218445,MONDO:0000257
CHEBI:9619,MONDO:0005178
CHEBI:42355,MONDO:0021201
UNII:71492GE1FX,UMLS:C0581126
CHEBI:75922,NCIT:C3137
MESH:C492535,MONDO:0002269
CHEBI:8776,MONDO:0007186
CHEBI:100241,MONDO:0001517
CHEBI:6950,MONDO:0002050
PUBCHEM.COMPOUND:11954236,MONDO:0024327
CHEBI:71197,MONDO:0005101
CHEBI:17544,MONDO:0003019
CHEBI:18208,MONDO:0005249
CHEBI:6715,UMLS:C3650625
CHEBI:205919,MONDO:0005093
CHEBI:4027,MONDO:0004600
CHEBI:18258,MONDO:0018612
PUBCHEM.COMPOUND:17756656,MONDO:0005025
RXCUI:1235141,MONDO:0005044
CHEBI:31760,HP:0004755
CHEBI:9667,MONDO:0015274
PUBCHEM.COMPOUND:11363176,UMLS:C2921627
CHEBI:167574,MONDO:0005098
CHEBI:18332,MONDO:0015447
CHEBI:76612,MONDO:0004948
UNII:1351PE5UGS,MONDO:0009693
UNII:DPT0O3T46P,MONDO:0001056
UNII:8GYE97TPKI,MONDO:0001039
CHEBI:22652,MONDO:0004425
CHEBI:4681,MONDO:0004981
CHEBI:5864,MONDO:0021348
CHEBI:5123,MONDO:0005090
CHEBI:136051,UMLS:C0341439
UNII:5QS67N4551,MONDO:0010481
RXCUI:493191,MONDO:0005194
UNII:6T8C155666,UMLS:C4544822
UNII:52CMI0WC3Y,MONDO:0007256
CHEBI:8774,MONDO:0010481
RXCUI:376030,MONDO:0002307
RXCUI:1165654,MONDO:0005002
DRUGBANK:DB13932,MONDO:0001941
CHEBI:6344,MONDO:0021187
CHEBI:77733,HP:0004763
CHEBI:2618,MONDO:0008193
UNII:YB18NF020M,MONDO:0035663
UNII:8TFE968DGA,MONDO:0005391
DRUGBANK:DB00028,MONDO:0003827
CHEBI:82557,MONDO:0004992
RXCUI:1163417,UMLS:C0033775
CHEBI:119915,HP:0032149
CHEBI:72312,MONDO:0009050
CHEBI:59773,MONDO:0004979
CHEBI:6456,MONDO:0021632
CHEBI:9139,MONDO:0001999
PUBCHEM.COMPOUND:46878853,MONDO:0005044
CHEBI:17650,MONDO:0000004
CHEBI:17824,MONDO:0005301
CHEBI:17439,MONDO:0005130
CHEBI:167707,MONDO:0018876
CHEBI:8232,MONDO:0100338
UNII:DE2O63YV8R,MONDO:0005300
CHEBI:92511,MONDO:0001384
CHEBI:231344,MONDO:0000618
CHEBI:45863,MONDO:0005055
CHEBI:31174,MONDO:0011438
UNII:NQX9KB6PCL,UMLS:C0043046
UNII:GN465U8B72,MONDO:0004980
CHEBI:29108,MONDO:0002492
CHEBI:50845,UMLS:C0041912
CHEBI:3437,MONDO:0006875
CHEBI:8081,MONDO:0008233
UNII:9X1NTA9SRP,MONDO:0005027
CHEBI:2948,MONDO:0012105
CHEBI:63607,MONDO:0100073
CHEBI:4710,MONDO:0011918
CHEBI:3766,MONDO:0001475
CHEBI:68478,UMLS:C0238217
CHEBI:94187,MONDO:0010679
RXCUI:17276,MONDO:0005098
UNII:91X1KLU43E,MONDO:0018456
UNII:3A58010674,MONDO:0004992
CHEBI:4875,MONDO:0005083
CHEBI:71219,UMLS:C4727069
UNII:RZT8C352O1,MONDO:0024685
RXCUI:376030,MONDO:0003085
CHEBI:59900,MONDO:0001648
CHEBI:229220,UMLS:C0280100
RXCUI:2645731,MONDO:0006875
CHEBI:3654,MONDO:0005155
CHEBI:27779,UMLS:C0343886
CHEBI:40303,MONDO:0005311
CHEBI:10650,MONDO:0005277
CHEBI:3746,MONDO:0001673
CHEBI:404903,DOID:2910
CHEBI:3127,MONDO:0001134
CHEBI:367163,MONDO:0004951
PUBCHEM.COMPOUND:176168,MONDO:0005300
CHEBI:3732,MONDO:0005823
CHEBI:77605,MONDO:0004577
CHEBI:50690,HP:0001681
CHEBI:41879,MONDO:0011429
UNII:D99YVK4L0X,UMLS:C3160888
CHEBI:8665,MONDO:0009688
PUBCHEM.COMPOUND:23724843,MONDO:0004789
PUBCHEM.COMPOUND:133082145,MONDO:0005148
RXCUI:2645759,MONDO:0008233
UNII:0J877412JV,MONDO:0005393
CHEBI:6456,MONDO:0015253
RXCUI:37789,MONDO:0005252
CHEBI:3215,MONDO:0006814
CHEBI:18208,MONDO:0005976
CHEBI:5959,MONDO:0005016
PUBCHEM.COMPOUND:11954293,MONDO:0005090
UNII:W69HSF2416,MONDO:0004980
CHEBI:4392,MONDO:0019360
CHEBI:5856,MONDO:0004981
UNII:A3ULP0F556,MONDO:0100244
CHEBI:27899,MONDO:0004829
CHEBI:28001,MONDO:0005246
RXCUI:1157355,MONDO:0008159
CHEBI:63632,MONDO:0016276
CHEBI:16199,MONDO:0021036
RXCUI:1152398,MONDO:0005277
CHEBI:18208,MONDO:0005025
CHEBI:6888,MONDO:0005556
PUBCHEM.COMPOUND:16213489,MONDO:0006781
UNII:38RL9AE51Q,MONDO:0007915
UNII:N7T15V1FUY,MONDO:0011122
UNII:W69HSF2416,MONDO:0002406
CHEBI:6888,MONDO:0005059
UNII:WTT295HSY5,MONDO:0005098
CHEBI:8378,MONDO:0018170
CHEBI:31617,MONDO:0005010
CHEBI:63618,UMLS:C0342879
CHEBI:75984,HP:0004755
CHEBI:4975,MONDO:0001126
CHEBI:22907,MONDO:0009691
DRUGBANK:DB09106,HP:0011106
CHEBI:30769,MONDO:0024647
CHEBI:28001,UMLS:C0235952
CHEBI:291902,MONDO:0005068
CHEBI:9667,MONDO:0020108
CHEBI:91495,MONDO:0005709
CHEBI:9241,MONDO:0003019
CHEBI:4464,MONDO:0005492
CHEBI:27470,MONDO:0002280
DRUGBANK:DB00058,MONDO:0004849
CHEBI:8382,MONDO:0040698
CHEBI:134716,MONDO:0004975
CHEBI:4873,MONDO:0018555
UNII:2P471X1Z11,MONDO:0850282
CHEBI:16962,MONDO:0005480
DRUGBANK:DB13881,MONDO:0018905
RXCUI:1162674,MONDO:0001609
RXCUI:2556801,MONDO:0007886
RXCUI:1591939,MONDO:0005354
CHEBI:16199,UMLS:C0856543
CHEBI:60648,MONDO:0005976
CHEBI:28445,MONDO:0005072
CHEBI:46081,MONDO:0007019
PUBCHEM.COMPOUND:5284621,MONDO:0005715
CHEBI:16684,UMLS:C0026865
CHEBI:77363,MONDO:0005068
RXCUI:1235141,MONDO:0005016
CHEBI:5108,MONDO:0004795
CHEBI:27902,MONDO:0005631
RXCUI:1162674,MONDO:0005044
CHEBI:6888,MONDO:0006554
CHEBI:43755,MONDO:0021187
CHEBI:15640,EFO:1001480
UNII:1383NM3Q0H,MONDO:0005475
UNII:9013DUQ28K,MONDO:0016168
CHEBI:32130,MONDO:0006696
UNII:3JB47N2Q2P,UMLS:C2921627
RXCUI:1811627,MONDO:0005542
RXCUI:1164043,MONDO:0008383
DRUGBANK:DB00028,MONDO:0006594
CHEBI:6888,MONDO:0004980
CHEBI:17650,MONDO:0005848
MESH:C000721628,MONDO:0007254
RXCUI:372890,MONDO:0005044
CHEBI:205919,UMLS:C0406326
CHEBI:41879,MONDO:0006042
CHEBI:28971,HP:0005376
RXCUI:1152251,UMLS:C0393736
CHEBI:5739,MONDO:0018479
RXCUI:85783,MONDO:0001609
CHEBI:230905,UMLS:C3495917
RXCUI:1664312,MONDO:0005252
CHEBI:50845,MONDO:0005828
CHEBI:42797,MONDO:0005027
CHEBI:50730,MONDO:0004979
CHEBI:68602,MONDO:0005109
CHEBI:2676,HP:0005376
CHEBI:18208,MONDO:0005828
CHEBI:27436,MONDO:0023554
RXCUI:2647566,MONDO:0005709
RXCUI:34246,MONDO:0002307
UNII:CEGM9YBNGD,UMLS:C0280100
CHEBI:6456,MONDO:0008109
CHEBI:5537,EFO:0006912
RXCUI:1100064,MONDO:0001126
CHEBI:5280,UMLS:C1096572
CHEBI:50694,MONDO:0040728
CHEBI:29034,UMLS:C0240066
UNII:FYS6T7F842,MONDO:0005011
CHEBI:50845,MONDO:0005113
CHEBI:17076,UMLS:C0744471
CHEBI:6504,HP:0100754
CHEBI:17606,MONDO:0007256
CHEBI:201491,MONDO:0005832
CHEBI:291342,MONDO:0002406
CHEBI:4636,MONDO:0005271
CHEBI:43968,MONDO:0006670
CHEBI:134991,MONDO:0005475
UNII:333OX80X87,MONDO:0005076
CHEBI:4754,MONDO:0005984
CHEBI:61049,UMLS:C0340530
RXCUI:967089,MONDO:0100338
UNII:MCG28BI87W,UMLS:C0276353
CHEBI:41879,MONDO:0001198
RXCUI:375139,MONDO:0005178
RXCUI:1603837,MONDO:0006939
CHEBI:85157,EFO:0004888
CHEBI:28918,MONDO:0100053
CHEBI:5050,MONDO:0044212
CHEBI:133011,MONDO:0006926
CHEBI:18145,MONDO:0100471
CHEMBL.COMPOUND:CHEMBL2108290,MONDO:0002280
CHEBI:2904,MONDO:0005044
CHEBI:31355,MONDO:0005140
CHEBI:27777,MONDO:0006030
CHEBI:41500,MONDO:0010703
CHEBI:46345,MONDO:0005036
UNII:I60W9520VV,MONDO:0002280
DRUGBANK:DB09100,MONDO:0007699
DRUGBANK:DB17743,EFO:0009130
PUBCHEM.COMPOUND:23581792,UMLS:C0854776
CHEBI:3814,MONDO:0005015
CHEBI:79040,MONDO:0005607
PUBCHEM.COMPOUND:129011857,MONDO:0005354
CHEBI:133011,MONDO:0006019
CHEBI:8024,MONDO:0001609
CHEBI:59343,MONDO:0002258
UNII:V1N8F1RVVO,EFO:0801084
CHEBI:31617,MONDO:0011719
PUBCHEM.COMPOUND:46878853,MONDO:0007762
CHEBI:90972,HP:0002307
DRUGBANK:DB00028,MONDO:0019082
UNII:913P6LK81M,MONDO:0004951
PUBCHEM.COMPOUND:9938610,MONDO:0041656
CHEBI:30496,MONDO:0043693
RXCUI:1157512,MONDO:0005475
RXCUI:1154831,MONDO:0005709
RXCUI:1156977,HP:0012531
CHEBI:4469,MONDO:0005302
CHEBI:29108,MONDO:0018019
CHEBI:66880,MONDO:0004975
UNII:PUE0TO3XDR,MONDO:0005068
CHEBI:37941,UMLS:C1998297
RXCUI:308714,MONDO:0005984
CHEMBL.COMPOUND:CHEMBL904,MONDO:0005302
RXCUI:1163417,HP:0032004
CHEBI:5091,MONDO:0005477
PUBCHEM.COMPOUND:53462828,MONDO:0010138
CHEBI:6456,MONDO:0005093
CHEBI:28864,MONDO:0021201
CHEMBL.COMPOUND:CHEMBL1200454,MONDO:0017409
CHEBI:17824,MONDO:0000450
CHEBI:478164,MONDO:0005249
RXCUI:1734632,MONDO:0005354
CHEBI:31859,MONDO:0007147
CHEBI:6532,MONDO:0044751
RXCUI:1664472,MONDO:0005812
CHEBI:64355,MONDO:0002026
UNII:6ZA31Y954Z,MONDO:0011849
CHEBI:8499,MONDO:0016223
CHEBI:28830,MONDO:0009348
CHEBI:68551,HP:0012450
CHEBI:71015,HP:0002069
CHEBI:64354,HP:0000969
CHEBI:6633,UMLS:C0433445
CHEBI:3746,MONDO:0000918
PUBCHEM.COMPOUND:137329,MONDO:0005299
CHEBI:127780,MONDO:0017409
CHEBI:4031,UMLS:C0238217
CHEBI:391960,EFO:0006865
CHEBI:64356,HP:0007359
CHEBI:3506,HP:0000255
CHEBI:41879,UMLS:C5441648
CHEBI:133021,MONDO:0004948
CHEBI:17026,MONDO:0000931
RXCUI:374687,MONDO:0006032
CHEBI:4392,MONDO:0019095
PUBCHEM.COMPOUND:26751,MONDO:0004948
PUBCHEM.COMPOUND:21966304,UMLS:C0865440
CHEBI:72323,MONDO:0005148
CHEBI:7983,MONDO:0001754
CHEBI:46557,MONDO:0008315
PUBCHEM.COMPOUND:66553151,MONDO:0005828
RXCUI:1157755,MONDO:0005324
CHEBI:32293,UMLS:C3537442
CHEBI:5950,MONDO:0002922
CHEBI:6456,HP:0012390
UNII:5X3GF74R79,MONDO:0010602
CHEBI:45409,MONDO:0004951
RXCUI:192254,MONDO:0005109
CHEBI:94686,EFO:0005935
UNII:I031V2H011,MONDO:0600008
RXCUI:1592713,MONDO:0005148
CHEBI:2611,MONDO:0005383
CHEBI:9327,MONDO:0021201
CHEBI:8378,MONDO:0001269
CHEBI:49713,MONDO:0001866
RXCUI:21659,UMLS:C0854135
CHEBI:135934,UMLS:C0847631
CHEBI:28445,MONDO:0009348
UNII:Q4K217VGA9,MONDO:0006502
CHEBI:4031,UMLS:C0400968
DRUGBANK:DB17278,MONDO:0024503
CHEBI:2948,MONDO:0016264
CHEBI:134990,MONDO:0002009
CHEBI:6456,MONDO:0006594
DRUGBANK:DB10061,MONDO:0005373
CHEBI:16240,HP:0033050
CHEBI:16469,MONDO:0002146
PUBCHEM.COMPOUND:19830541,MONDO:0000448
CHEBI:8327,MONDO:0005155
CHEBI:18208,MONDO:0001714
CHEBI:6909,UMLS:C0023886
PUBCHEM.COMPOUND:51346745,MONDO:0018201
UNII:2O4BE0K238,MONDO:0004982
UNII:DPT0O3T46P,MONDO:0030840
CHEBI:6888,MONDO:0015927
CHEBI:6710,HP:0000132
CHEBI:231087,MONDO:0008433
RXCUI:17276,MONDO:0005377
DRUGBANK:DB10284,MONDO:0005373
CHEBI:82721,MONDO:0021201
UNII:UT99UG9QJX,UMLS:C0746883
CHEBI:27375,MONDO:0004989
CHEBI:2948,MONDO:0019170
UNII:AQK7UBA1LS,MONDO:0018881
CHEBI:41879,MONDO:0015129
UNII:RZT8C352O1,MONDO:0009823
CHEBI:68647,MONDO:0007256
CHEBI:16914,MONDO:0002884
DRUGBANK:DB10400,UMLS:C4087338
MESH:D018997,MONDO:0005047
UNII:8GYE97TPKI,HP:0012388
CHEBI:9667,UMLS:C5441648
UNII:5XH0X84AHJ,MONDO:0006896
CHEBI:3215,UMLS:C0274440
CHEBI:135901,MONDO:0024503
CHEBI:63631,MONDO:0005754
CHEBI:78432,UMLS:C0278987
CHEBI:8382,MONDO:0003634
CHEBI:28887,MONDO:0004948
PUBCHEM.COMPOUND:56971652,UMLS:C0276353
CHEBI:28364,MONDO:0005098
CHEBI:32184,MONDO:0019289
CHEBI:5296,MONDO:0004982
CHEBI:172944,MONDO:0004951
RXCUI:1152283,NCIT:C50995
UNII:3ZO554A4Q8,MONDO:0011382
RXCUI:23742,HP:0000969
RXCUI:215703,MONDO:0006668
CHEBI:6709,MONDO:0004900
CHEBI:36704,MONDO:0005173
CHEBI:16962,MONDO:0019338
CHEBI:41879,MONDO:0006594
RXCUI:216653,MONDO:0005015
UNII:PP0SHH6V16,MONDO:0018328
CHEBI:9943,MONDO:0044144
PUBCHEM.COMPOUND:56841573,MONDO:0005016
CHEBI:6367,MONDO:0005027
CHEBI:50694,MONDO:0021201
CHEBI:65346,MONDO:0011751
CHEBI:63616,MONDO:0005233
CHEBI:7936,UMLS:C5442256
PUBCHEM.COMPOUND:134715627,MONDO:0002049
CHEBI:17650,HP:0032004
CHEBI:9328,UMLS:C1141927
UNII:3SY5LH9PMK,MONDO:0005068
UNII:JG8OB4UL9Y,MONDO:0005101
CHEBI:9241,MONDO:0003924
CHEBI:31485,MONDO:0006651
CHEBI:2038,MONDO:0019157
CHEBI:31526,MONDO:0002050
CHEBI:36796,MONDO:0006626
RXCUI:175184,HP:0012228
CHEBI:85974,HP:0002625
CHEBI:68579,MONDO:0005098
UNII:H3753190JS,MONDO:0001609
CHEBI:27899,MONDO:0005062
CHEBI:50845,MONDO:0005888
CHEBI:82698,MONDO:0013600
CHEBI:16469,HP:0100518
CHEBI:17833,MONDO:0006929
CHEBI:31932,MONDO:0005068
UNII:DQA630RIE9,MONDO:0005068
RXCUI:1424887,MONDO:0004979
CHEBI:8378,MONDO:0001280
UNII:X0Q6N9USOZ,MONDO:0005399
CHEBI:6456,MONDO:0001918
CHEBI:16684,EFO:0010581
RXCUI:1153890,MONDO:0005271
CHEBI:17347,MONDO:0009047
CHEBI:63598,HP:0020083
CHEBI:77776,MONDO:0001405
CHEBI:74947,UMLS:C0343467
UNII:420K487FSG,MONDO:0005002
DRUGBANK:DB00083,MONDO:0003432
CHEBI:50275,HP:0005202
CHEBI:36161,MONDO:0008294
PUBCHEM.COMPOUND:53462828,MONDO:0018612
RXCUI:1718983,HP:0012450
CHEBI:78538,MONDO:0971008
CHEBI:25939,MONDO:0043839
UNII:LMQ24G57E9,MONDO:0013600
RXCUI:1597091,MONDO:0002974
CHEBI:9150,MONDO:0005311
CHEBI:18208,MONDO:0005904
CHEBI:135694,MONDO:0006802
CHEBI:85010,MONDO:0015610
RXCUI:1592709,MONDO:0020642
PUBCHEM.COMPOUND:54686904,MONDO:0002922
CHEBI:40303,MONDO:0005015
CHEBI:8228,MONDO:0005147
CHEBI:6888,MONDO:0004355
UNII:K16AIQ8CTM,MONDO:0006804
CHEBI:31348,UMLS:C3495917
PUBCHEM.COMPOUND:133121278,MONDO:0006032
UNII:PVI5M0M1GW,MONDO:0005072
PUBCHEM.COMPOUND:9811635,MONDO:0033816
CHEBI:3215,MONDO:0004355
CHEBI:6541,MONDO:0005068
CHEBI:28918,UMLS:C4285916
CHEBI:16684,UMLS:C0274702
UNII:X05U0N2RCO,MONDO:0850353
CHEBI:7735,MONDO:0001866
PUBCHEM.COMPOUND:71308244,MONDO:0100187
CHEBI:17650,MONDO:0015129
RXCUI:308714,MONDO:0005982
CHEBI:4027,MONDO:0009691
CHEBI:8378,MONDO:0004674
UNII:VY5YX2TQ1F,UMLS:C4330599
CHEBI:8382,MONDO:0015614
CHEBI:5864,MONDO:0005062
CHEBI:3561,MONDO:0044212
CHEBI:17698,MONDO:0043885
CHEBI:7627,UMLS:C3650625
UNII:2S9ZZM9Q9V,UMLS:C4288305
CHEBI:9637,HP:0000969
CHEBI:15365,MONDO:0006805
RXCUI:1000656,MONDO:0005627
PUBCHEM.COMPOUND:11979316,UMLS:C5400441
PUBCHEM.COMPOUND:92043599,MONDO:0005062
CHEBI:100241,UMLS:C0853854
CHEBI:7573,MONDO:0004956
CHEBI:453011,MONDO:0000879
CHEBI:22907,MONDO:0005062
CHEBI:6888,MONDO:0005314
CHEBI:681848,HP:0012416
CHEBI:50694,MONDO:0005297
CHEBI:9327,MONDO:0006609
CHEBI:201491,MONDO:0005230
CHEBI:8378,MONDO:0018479
CHEBI:29007,UMLS:C0275665
CHEBI:7852,MONDO:0001225
CHEBI:230905,MONDO:0007254
CHEBI:9667,MONDO:0005101
CHEBI:31596,HP:0002149
PUBCHEM.COMPOUND:133121278,UMLS:C0004769
CHEBI:65346,MONDO:0005002
CHEBI:18208,MONDO:0005242
CHEBI:50275,MONDO:0001126
RXCUI:1593740,MONDO:0001860
PUBCHEM.COMPOUND:134694335,HP:0002153
CHEBI:27902,MONDO:0005834
CHEBI:75045,MONDO:0005233
CHEBI:36795,UMLS:C0740447
CHEBI:520985,MONDO:0100431
RXCUI:1165654,UMLS:C0741804
CHEBI:27470,UMLS:C0271903
PUBCHEM.COMPOUND:117065235,MONDO:0003837
CHEBI:6076,UMLS:C0085082
CHEBI:2682,MONDO:0019136
UNII:6ZA31Y954Z,MONDO:0005306
CHEBI:5818,MONDO:0850230
PUBCHEM.COMPOUND:23724843,MONDO:0004522
RXCUI:375139,MONDO:0005326
CHEBI:187893,MONDO:0033613
DRUGBANK:DB16747,MONDO:0024879
CHEBI:6456,NCIT:C50743
CHEBI:28939,MONDO:0003781
CHEBI:9241,MONDO:0005377
CHEBI:4469,MONDO:0021107
CHEBI:8378,MONDO:0010030
CHEBI:5931,MONDO:0005147
PUBCHEM.COMPOUND:46878853,MONDO:0005420
UNII:9013DUQ28K,MONDO:0008383
DRUGBANK:DB16257,MONDO:0009688
CHEBI:9434,MONDO:0006652
CHEBI:28001,MONDO:0024355
CHEBI:2682,MONDO:0000240
CHEBI:3745,HP:0034493
CHEBI:28241,MONDO:0005279
CHEBI:5818,UMLS:C0236748
CHEBI:17347,MONDO:0002146
CHEBI:32176,UMLS:C0263361
UNII:2S9ZZM9Q9V,MONDO:0007256
CHEBI:4392,MONDO:0001249
CHEBI:94435,MONDO:0100135
PUBCHEM.COMPOUND:133611972,MONDO:0007915
CHEBI:46195,HP:0003326
CHEBI:9674,MONDO:0013600
CHEBI:16899,MONDO:0004979
CHEBI:134745,MONDO:0009393
CHEBI:75991,MONDO:0018935
CHEBI:17347,HP:0008213
UNII:TO3JYR3BOU,MONDO:0005150
CHEBI:47657,MONDO:0004980
PUBCHEM.COMPOUND:78759283,HP:0002013
CHEBI:76007,MONDO:0005109
CHEBI:253342,MONDO:0005052
CHEBI:4392,MONDO:0019633
CHEBI:29101,UMLS:C0013221
CHEBI:18258,MONDO:0006982
CHEBI:31524,MONDO:0001300
RXCUI:1154173,MONDO:0005961
PUBCHEM.COMPOUND:73005609,MONDO:0005044
