drug,disease
CHEBI:16794,UMLS:C0581358
CHEBI:3756,MONDO:0005383
CHEBI:29007,UMLS:C0152965
CHEBI:63628,MONDO:0005109
CHEBI:78425,MONDO:0005148
CHEBI:9325,MONDO:0001461
UNII:15C2VL427D,MONDO:0019783
CHEBI:31159,MONDO:0006763
CHEBI:28177,MONDO:0001358
CHEBI:9763,UMLS:C0275556
CHEBI:9939,GO:0090075
CHEBI:6823,HP:0025095
CHEBI:49603,MONDO:0006244
CHEBI:6755,MONDO:0005468
CHEBI:63598,MONDO:0002186
CHEBI:9437,MONDO:0005586
CHEBI:8404,MONDO:0001780
CHEBI:16714,HP:0033050
CHEMBL.COMPOUND:CHEMBL2108290,UMLS:C0271932
CHEBI:2788,MONDO:0005041
CHEBI:76114,MONDO:0008383
CHEBI:16962,MONDO:0015758
CHEBI:31162,MONDO:0005306
CHEBI:4392,MONDO:0001080
UNII:6M3P64V0NC,MONDO:0004247
CHEBI:135939,MONDO:0005754
CHEBI:8107,HP:0002069
CHEBI:2659,MONDO:0004979
CHEBI:478164,MONDO:0005545
CHEBI:6888,MONDO:0001875
CHEBI:3491,UMLS:C0343402
UNII:6WS4C399GB,UMLS:C1827687
CHEBI:5134,UMLS:C0149922
CHEBI:9671,MONDO:0005044
GO:0061533,MONDO:0021107
CHEBI:29013,UMLS:C0275556
CHEBI:16199,MONDO:0005915
CHEBI:553473,MONDO:0024412
PUBCHEM.COMPOUND:23279496,MONDO:0009797
CHEBI:3534,MONDO:0005246
CHEBI:9667,UMLS:C1318955
CHEBI:44185,MONDO:0009691
UNII:AVK0I6HY2U,UMLS:C1272017
CHEBI:134955,MONDO:0005294
CHEBI:29007,UMLS:C1263758
CHEBI:3757,MONDO:0005338
CHEBI:36803,MONDO:0002009
CHEBI:204734,MONDO:0006608
CHEBI:6888,UMLS:C0406317
UNII:E58MLH082P,UMLS:C0271852
CHEBI:6504,UMLS:C0270425
CHEBI:30745,HP:0001987
UNII:Y6BX7BL23K,MONDO:0013296
CHEBI:8382,MONDO:0011849
CHEBI:5779,HP:0012735
CHEBI:9725,MONDO:0011786
CHEBI:4046,MONDO:0011786
CHEBI:2376,MONDO:0005148
CHEBI:3077,MONDO:0011849
CHEBI:2682,UMLS:C1112209
CHEBI:50845,MONDO:0024472
UNII:9927MT646M,UMLS:C0238217
CHEBI:204928,MONDO:0700217
CHEBI:36161,MONDO:0008294
CHEBI:134738,MONDO:0005314
CHEBI:34895,HP:0000134
CHEBI:45285,MONDO:0006052
CHEBI:6888,MONDO:0005265
CHEBI:136046,MONDO:0005041
CHEBI:8382,MONDO:0005265
CHEBI:5551,MONDO:0011786
CHEBI:161680,UMLS:C1260917
UNII:R17X820ROL,MONDO:0002268
CHEBI:44423,MONDO:0005627
CHEBI:27732,HP:0100607
UNII:52CMI0WC3Y,UMLS:C4303663
CHEBI:22907,MONDO:0018908
CHEBI:3077,MONDO:0043233
CHEBI:8245,MONDO:0004979
CHEBI:9073,MONDO:0005027
CHEBI:5893,HP:0000969
CHEBI:31663,MONDO:0004980
CHEBI:3752,UMLS:C0029967
CHEBI:100246,MONDO:0040732
CHEBI:30659,MONDO:0005420
UNII:6T8C155666,MONDO:0007576
CHEBI:439329,MONDO:0011122
CHEBI:6822,MONDO:0005041
CHEBI:42355,UMLS:C0554628
CHEBI:145499,MONDO:0004975
CHEBI:32192,MONDO:0005578
CHEBI:28901,MONDO:0002334
CHEBI:31236,MONDO:0004985
CHEBI:3510,MONDO:0001039
CHEBI:9327,MONDO:0024343
CHEBI:9667,MONDO:0011429
CHEBI:31703,UMLS:C0038003
CHEBI:5790,UMLS:C2215257
CHEBI:9241,HP:0001541
CHEBI:50845,MONDO:0005297
CHEBI:28918,UMLS:C1318955
CHEBI:63611,UMLS:C0275556
CHEBI:6817,MONDO:0001126
CHEBI:4534,MONDO:0001673
CHEBI:7865,UMLS:C0002915
CHEBI:6444,UMLS:C0002915
UNII:2S9ZZM9Q9V,MONDO:0005131
UNII:4RA0KN46E0,MONDO:0008383
CHEBI:2676,MONDO:0005945
CHEBI:9130,UMLS:C0002915
CHEBI:32183,MONDO:0005642
CHEBI:18250,UMLS:C0197672
CHEBI:194135,MONDO:0005249
CHEBI:5537,EFO:0006911
CHEBI:3619,MONDO:0011918
GO:0050847,MONDO:0008159
CHEBI:17833,MONDO:0025419
CHEBI:27779,UMLS:C0040250
CHEBI:135964,MONDO:0005366
CHEBI:7476,MONDO:0005306
CHEBI:554446,UMLS:C0276088
CHEBI:9014,MONDO:0008383
CHEBI:31596,HP:0002149
CHEBI:28591,MONDO:0003014
CHEBI:27666,MONDO:0005447
CHEBI:7956,MONDO:0043653
GO:0061436,MONDO:0005480
CHEBI:50567,MONDO:0005252
CHEBI:8382,MONDO:0015274
CHEBI:251412,MONDO:0011918
CHEBI:7507,UMLS:C0010032
CHEBI:681569,MONDO:0004967
CHEBI:3515,HP:0000371
CHEBI:83168,MONDO:0005642
CHEBI:31663,UMLS:C0149922
CHEBI:50848,UMLS:C1275687
CHEBI:9605,MONDO:0005542
CHEBI:31625,MONDO:0020283
CHEBI:82405,MONDO:0004980
CHEBI:59118,MONDO:0005746
CHEBI:135771,MONDO:0005044
CHEBI:9570,MONDO:0007254
CHEBI:135276,MONDO:0011786
CHEBI:2676,UMLS:C0729586
CHEBI:17650,UMLS:C0010543
CHEBI:29013,MONDO:0006651
CHEBI:9352,MONDO:0008383
CHEBI:31891,MONDO:0010811
CHEBI:6775,UMLS:C2937222
CHEBI:7565,HP:0001681
CHEBI:34904,MONDO:0008231
CHEBI:8310,MONDO:0004795
UNII:XRO4566Q4R,MONDO:0005314
CHEBI:3738,MONDO:0005642
CHEBI:100246,UMLS:C0577709
CHEBI:50819,HP:0000989
CHEBI:3515,UMLS:C0520775
DrugCentral:2349,UMLS:C0554628
CHEBI:28591,HP:0001742
CHEBI:50845,MONDO:0016595
CHEBI:42355,MONDO:0004652
UNII:DQA630RIE9,MONDO:0004781
CHEBI:45863,MONDO:0002974
UNII:86Q357L16B,EFO:1000003
CHEBI:8499,MONDO:0005277
CHEBI:17026,HP:0031217
UNII:09495UIM6V,UMLS:C0406317
CHEBI:94718,HP:0000989
CHEBI:134863,HP:0001742
CHEBI:16480,MONDO:0005149
CHEBI:65347,MONDO:0009693
CHEBI:36578,HP:0012735
CHEBI:28445,MONDO:0018906
CHEBI:3387,HP:0002349
CHEBI:135923,MONDO:0010526
CHEBI:7773,EFO:0006911
CHEBI:3480,MONDO:0005972
CHEBI:63618,MONDO:0005010
CHEBI:47519,MONDO:0018312
CHEBI:3077,MONDO:0000004
CHEBI:3387,MONDO:0016532
CHEBI:3479,UMLS:C0520775
CHEBI:2682,MONDO:0019186
CHEBI:49960,MONDO:0015277
UNII:4W0459ZA4V,UMLS:C0275804
CHEBI:9667,MONDO:0008383
CHEBI:133011,MONDO:0005119
CHEBI:36791,MONDO:0002009
CHEBI:6541,MONDO:0005148
CHEBI:45951,MONDO:0011918
UNII:28X28X9OKV,UMLS:C4303663
CHEBI:50845,MONDO:0015766
CHEBI:39867,MONDO:0005027
CHEBI:5543,MONDO:0004277
CHEBI:16962,MONDO:0019558
CHEBI:4530,MONDO:0011122
CHEBI:29013,MONDO:0005680
CHEBI:31677,MONDO:0002471
CHEBI:83766,MONDO:0000618
CHEBI:9667,MONDO:0019444
UNII:1C75676F8V,UMLS:C4076057
CHEBI:31215,MONDO:0005417
CHEBI:8378,MONDO:0005083
CHEBI:10033,MONDO:0006809
CHEBI:3374,MONDO:0041052
UNII:MT6QI8324A,MONDO:0002203
CHEBI:28830,MONDO:0002334
CHEBI:204928,MONDO:0005246
UNII:4Z63YK6E0E,MONDO:0009693
CHEBI:7915,UMLS:C0267055
CHEBI:8426,MONDO:0005393
CHEBI:71013,MONDO:0005384
CHEBI:2955,UMLS:C0520777
CHEBI:8069,UMLS:C0042376
CHEBI:2682,MONDO:0001249
UNII:U50VWW6XH6,MONDO:0010602
CHEBI:28241,MONDO:0005299
CHEBI:9570,UMLS:C3163805
CHEBI:4496,UMLS:C0032961
UNII:80EHD8I43D,NCIT:C50743
UNII:234248D0HH,UMLS:C4721209
CHEBI:28864,MONDO:0005545
CHEBI:9288,UMLS:C4305467
CHEBI:6359,HP:0001987
CHEBI:8764,MONDO:0005083
CHEBI:8459,MONDO:0024612
CHEBI:61033,HP:0034192
CHEBI:119915,UMLS:C0002921
CHEBI:3310,HP:0003111
CHEBI:2637,MONDO:0041825
CHEBI:100246,UMLS:C0276089
CHEBI:4027,MONDO:0019479
CHEBI:2682,MONDO:0002026
CHEBI:3636,UMLS:C0002921
CHEBI:6970,MONDO:0004784
CHEBI:204928,EFO:1001421
CHEBI:471744,HP:0002783
CHEBI:50378,MONDO:0010161
CHEBI:49603,MONDO:0007254
CHEBI:100246,UMLS:C0275550
UNII:X8R2D92QP1,MONDO:0015674
CHEBI:291342,MONDO:0006004
CHEBI:8232,UMLS:C0392618
CHEBI:194135,MONDO:0020920
CHEBI:4670,MONDO:0800175
CHEBI:7959,MONDO:0008383
CHEBI:17997,MONDO:0022430
CHEBI:6539,MONDO:0002125
CHEBI:63580,MONDO:0005354
CHEBI:84115,HP:0000989
CHEBI:6757,MONDO:0005384
CHEBI:62984,EFO:1000003
CHEBI:3238,MONDO:0005915
UNII:MT6QI8324A,MONDO:0002268
CHEBI:10100,MONDO:0004979
CHEBI:49575,UMLS:C0344106
CHEBI:4856,UMLS:C3661921
CHEBI:31614,MONDO:0005667
CHEBI:7865,UMLS:C0278140
CHEBI:2930,MONDO:0011429
CHEBI:6942,MONDO:0005044
CHEBI:194135,UMLS:C0949083
CHEBI:31990,MONDO:0005709
UNII:DPT0O3T46P,MONDO:0009348
CHEBI:8448,MONDO:0005180
UNII:P97OGJ7L1L,HP:0012735
CHEBI:16962,MONDO:0005318
CHEBI:6888,MONDO:0006594
CHEBI:4728,MONDO:0005607
CHEBI:31498,UMLS:C0011974
CHEBI:7983,UMLS:C0231403
CHEBI:7492,MONDO:0004979
CHEBI:7451,MONDO:0001405
CHEBI:16962,MONDO:0004979
CHEBI:4724,HP:0000989
CHEBI:3183,MONDO:0006004
CHEBI:9615,MONDO:0022430
CHEBI:3534,UMLS:C0729586
CHEBI:7934,MONDO:0001548
CHEBI:8378,MONDO:0003085
CHEBI:9605,MONDO:0005010
CHEBI:49575,MONDO:0005526
CHEBI:8378,MONDO:0005642
CHEBI:8865,UMLS:C2711180
CHEBI:47097,MONDO:0008310
CHEBI:8776,MONDO:0002268
CHEBI:4657,HP:0004308
UNII:55MOB566V7,MONDO:0030602
UNII:LYO9XZ250J,MONDO:0100338
CHEBI:9667,MONDO:0008538
CHEBI:140376,MONDO:0021678
CHEBI:44185,MONDO:0011849
CHEBI:18208,MONDO:0040925
CHEBI:28864,MONDO:0004926
CHEBI:134700,MONDO:0006964
CHEBI:3423,MONDO:0100342
CHEBI:2956,EFO:1001421
CHEBI:60773,MONDO:0005233
CHEBI:204928,UMLS:C0276088
CHEBI:2637,UMLS:C0155860
CHEBI:29013,UMLS:C2887096
CHEBI:4024,HP:0011499
CHEBI:15765,MONDO:0001945
CHEBI:8079,MONDO:0010826
CHEBI:16199,HP:0030788
CHEBI:7601,MONDO:0005412
CHEBI:38545,MONDO:0005010
CHEBI:6710,MONDO:0008383
CHEBI:38562,UMLS:C0342882
CHEBI:59582,UMLS:C0149922
CHEBI:76004,UMLS:C0406317
CHEBI:64317,UMLS:C0600177
CHEBI:9012,MONDO:0004849
CHEBI:50815,UMLS:C0700589
CHEBI:75832,MONDO:0001860
CHEBI:17650,MONDO:0001461
CHEBI:44185,MONDO:0018908
CHEBI:50845,MONDO:0006956
CHEBI:291342,HP:0025095
UNII:RRW32X4U1F,MONDO:0001410
CHEBI:9725,HP:0025095
CHEBI:8459,MONDO:0005492
GO:0060096,MONDO:0008114
CHEBI:9613,MONDO:0005148
CHEBI:28669,UMLS:C0010032
CHEBI:33130,MONDO:0007186
UNII:LG1II3835L,MONDO:0005416
CHEBI:6888,MONDO:0009348
CHEBI:9725,MONDO:0007448
CHEBI:8382,MONDO:0005306
CHEBI:204928,UMLS:C0155860
CHEBI:31527,MONDO:0021124
CHEBI:93248,MONDO:0001080
CHEBI:27902,MONDO:0005976
CHEBI:85537,MONDO:0005709
CHEBI:100246,MONDO:0005945
UNII:2U918O4BEV,MONDO:0005915
CHEBI:31174,MONDO:0011438
CHEBI:2955,MONDO:0004652
CHEBI:2955,UMLS:C0700226
CHEBI:15409,NCIT:C50743
CHEBI:15956,MONDO:0020699
UNII:FYS6T7F842,MONDO:0005011
CHEBI:32499,MONDO:0002050
PUBCHEM.COMPOUND:138713709,UMLS:C0406317
CHEBI:45652,GO:0090075
CHEBI:8362,MONDO:0011918
UNII:01F4FRP8YL,MONDO:0041052
CHEBI:32168,MONDO:0005090
PUBCHEM.COMPOUND:44398819,MESH:D065507
CHEBI:9453,HP:0031417
CHEBI:4639,MONDO:0001673
CHEBI:31952,MONDO:0005090
CHEBI:32300,MONDO:0018150
CHEBI:9241,MONDO:0005044
CHEBI:6801,MONDO:0005148
UNII:7PCM518YLR,MONDO:0010602
CHEBI:3499,UMLS:C0276026
CHEBI:64355,UMLS:C0343861
CHEBI:63598,UMLS:C0339932
CHEBI:63616,MONDO:0008903
CHEBI:9331,UMLS:C0276027
CHEBI:2208,MONDO:0012883
CHEBI:90942,MONDO:0009693
CHEBI:3515,UMLS:C0684256
CHEBI:27902,MONDO:0005249
UNII:59UA429E5G,MONDO:0009661
CHEBI:157175,MONDO:0100338
CHEBI:27446,UMLS:C0275804
CHEBI:5543,MONDO:0005972
UNII:L76T0ZCA8K,MONDO:0015253
CHEBI:16469,MONDO:0008159
CHEBI:100246,UMLS:C0554628
CHEBI:2639,HP:0000969
CHEBI:27779,MONDO:0005984
CHEBI:63451,MONDO:0019087
CHEBI:16962,MONDO:0005301
CHEBI:5801,MONDO:0019558
CHEBI:8107,HP:0002349
CHEBI:140376,MONDO:0005247
UNII:FYS6T7F842,UMLS:C0406317
CHEBI:100241,UMLS:C0949083
CHEBI:3423,MONDO:0009693
UNII:50FKX8CB2Y,UMLS:C0206247
CHEBI:7872,MONDO:0041526
CHEBI:40279,MONDO:0005393
CHEBI:8065,MONDO:0011786
CHEBI:5141,UMLS:C0261439
CHEBI:28001,MONDO:0006669
CHEBI:6754,UMLS:C0278140
CHEBI:5134,UMLS:C1318955
CHEBI:59177,HP:0001742
CHEBI:18358,MONDO:0015758
CHEBI:135165,MONDO:0005492
CHEBI:5106,MONDO:0004979
CHEBI:17650,MONDO:0007915
CHEBI:93248,UMLS:C0275652
CHEBI:4786,MONDO:0005044
PUBCHEM.COMPOUND:71668407,MONDO:0004980
CHEBI:41879,MONDO:0020108
UNII:2URQ2N32W3,MONDO:0005298
CHEBI:9086,MONDO:0005180
CHEBI:16962,MONDO:0006545
CHEBI:600103,MONDO:0100073
UNII:T432289GYZ,UMLS:C0343730
CHEBI:5280,MONDO:0005545
CHEBI:3732,MONDO:0005867
CHEBI:9321,UMLS:C1263758
CHEBI:30769,MONDO:0004247
CHEBI:18067,MONDO:0005298
CHEBI:8805,MONDO:0005148
CHEBI:73468,MONDO:0005173
CHEBI:31521,UMLS:C1306632
CHEBI:82405,UMLS:C0033775
CHEBI:194135,UMLS:C1278807
CHEBI:31949,MONDO:0005044
CHEBI:91231,MONDO:0005136
CHEBI:471744,MONDO:0004652
CHEBI:553473,MONDO:0005195
CHEBI:9927,MONDO:0005044
CHEBI:7465,MONDO:0011122
CHEBI:7735,MONDO:0024612
CHEBI:34764,UMLS:C0149922
CHEBI:3515,MONDO:0004264
CHEBI:31355,MONDO:0002236
UNII:7XL5ISS668,MONDO:0015758
CHEBI:4710,MONDO:0011918
CHEBI:6504,MONDO:0011429
UNII:FYS6T7F842,MONDO:0017634
CHEBI:5109,UMLS:C0406326
CHEBI:135552,MONDO:0002203
CHEBI:83168,HP:0001742
CHEBI:3994,MONDO:0005324
CHEBI:18067,MONDO:0008159
CHEBI:31677,MONDO:0007915
UNII:YI437801BE,MONDO:0019476
CHEBI:140376,MONDO:0006939
UNII:2O4BE0K238,UMLS:C1274228
CHEBI:28680,MONDO:0000612
CHEBI:3732,UMLS:C0339933
CHEBI:71200,MONDO:0019436
CHEBI:9622,EFO:0006865
CHEBI:3480,UMLS:C0343402
CHEBI:2682,UMLS:C0275665
UNII:2S9ZZM9Q9V,MONDO:0018364
CHEBI:63637,MONDO:0018153
PUBCHEM.COMPOUND:78357831,UMLS:C0349009
CHEBI:135611,UMLS:C0002921
PUBCHEM.COMPOUND:146019693,UMLS:C0412694
CHEBI:72292,MONDO:0041806
CHEBI:27300,MONDO:0005298
CHEBI:3215,UMLS:C0002928
CHEBI:471744,UMLS:C1320183
CHEBI:38545,UMLS:C0342882
CHEBI:4975,MONDO:0019610
CHEBI:7476,MONDO:0004857
CHEBI:7507,MONDO:0100338
CHEBI:4027,MONDO:0007896
UNII:4W0459ZA4V,UMLS:C0041912
CHEBI:4470,HP:0033050
CHEBI:31477,MONDO:0002040
CHEBI:135370,HP:0004308
CHEBI:47544,MONDO:0005972
CHEBI:28901,UMLS:C1831743
CHEBI:2682,MONDO:0001080
CHEBI:71019,MONDO:0011996
CHEBI:4672,MONDO:0001056
CHEBI:7822,MONDO:0011429
CHEBI:6904,MONDO:0005044
CHEBI:3746,MONDO:0006816
CHEBI:7627,HP:0031217
CHEBI:2637,MONDO:0004789
CHEBI:24564,MONDO:0008170
CHEBI:71200,MONDO:0011849
CHEBI:15854,MONDO:0005136
CHEBI:17682,MONDO:0045011
CHEBI:82405,MONDO:0006608
CHEBI:100246,MONDO:0019345
UNII:P7186074QC,MONDO:0009688
CHEBI:64318,MONDO:0005277
CHEBI:100241,MONDO:0005619
CHEBI:18357,UMLS:C0347950
CHEBI:135782,MONDO:0004980
CHEBI:27666,MONDO:0001406
CHEBI:31355,MONDO:0007254
CHEBI:3499,UMLS:C0577709
CHEBI:4670,UMLS:C0581377
CHEBI:59582,MONDO:0006608
CHEBI:100246,UMLS:C0343402
CHEBI:31677,MONDO:0043233
CHEBI:2453,MONDO:0004609
CHEBI:50815,DOID:14275
CHEBI:9667,MONDO:0009348
CHEBI:194135,UMLS:C1263758
CHEBI:6504,MONDO:0005178
CHEBI:41879,MONDO:0008383
CHEBI:50438,MONDO:0005068
CHEBI:8382,MONDO:0002334
CHEBI:82752,MONDO:0018150
UNII:37CQ2C7X93,MONDO:0019434
CHEBI:608828,MONDO:0005109
CHEBI:9907,MONDO:0012672
CHEBI:32076,MONDO:0024343
CHEBI:31355,MONDO:0001657
CHEBI:9453,MONDO:0005709
CHEBI:64356,MONDO:0041052
CHEBI:17650,MONDO:0004855
CHEBI:84116,MONDO:0006004
CHEBI:8245,MONDO:0004822
CHEBI:28304,MONDO:0001243
PUBCHEM.COMPOUND:6321415,MONDO:0020920
CHEBI:4885,UMLS:C0700226
CHEBI:6761,MONDO:0011918
CHEBI:8389,MONDO:0005298
CHEBI:9727,MONDO:0005027
CHEBI:6541,MONDO:0005016
CHEBI:4031,MONDO:0008383
CHEBI:52010,MONDO:0005492
CHEBI:29007,UMLS:C0153227
UNII:KOP95331M4,MONDO:0005737
CHEBI:28748,MONDO:0008170
CHEBI:46081,UMLS:C0006848
UNII:9G6U5L461Q,MONDO:0005233
CHEBI:17650,UMLS:C0406326
UNII:73B0K5S26A,MONDO:0007915
CHEBI:59788,HP:0031417
CHEBI:6888,MONDO:0005324
CHEBI:10119,MONDO:0024612
CHEBI:100241,MONDO:0005945
CHEBI:50819,UMLS:C0043250
CHEBI:29013,MONDO:0005249
CHEBI:78432,MONDO:0005233
CHEBI:2637,UMLS:C0456107
CHEBI:93749,MONDO:0005915
CHEBI:100246,UMLS:C0269398
CHEBI:7872,EFO:1001799
CHEBI:3403,HP:0011891
CHEBI:3309,HP:0002901
CHEBI:17303,UMLS:C2215257
CHEBI:41879,MONDO:0006684
CHEBI:6792,MONDO:0003781
UNII:31YO63LBSN,MONDO:0005586
CHEBI:474014,MONDO:0002258
CHEBI:17650,MONDO:0005101
CHEBI:3160,HP:0006986
CHEBI:59750,UMLS:C0033777
CHEBI:2627,MONDO:0009688
CHEBI:34903,MONDO:0009047
CHEBI:471744,MONDO:0006669
CHEBI:17650,MONDO:0009691
CHEBI:135333,MONDO:0019085
CHEBI:84116,HP:0031417
CHEBI:5790,UMLS:C0278140
CHEBI:22907,MONDO:0005040
CHEBI:3480,UMLS:C1112209
CHEBI:68478,MONDO:0005086
CHEBI:59343,UMLS:C0276026
CHEBI:6923,MONDO:0005984
CHEBI:404903,MONDO:0024412
CHEBI:36704,MONDO:0001209
CHEBI:8382,MONDO:0004126
CHEBI:28864,UMLS:C0456107
CHEBI:29013,MONDO:0000330
CHEBI:5801,MONDO:0005921
CHEBI:52132,MONDO:0005246
CHEBI:90953,UMLS:C0412773
CHEBI:131169,MONDO:0018906
CHEBI:9086,MONDO:0002009
CHEBI:4708,MONDO:0005044
PUBCHEM.COMPOUND:129073603,MONDO:0015277
CHEBI:17650,MONDO:0005306
CHEBI:50648,MONDO:0002334
CHEBI:16914,MONDO:0001795
CHEBI:44185,MONDO:0021063
CHEBI:50845,MONDO:0005867
UNII:5SML1T733B,MONDO:0010096
CHEBI:50845,MONDO:0005976
CHEBI:135276,HP:0031417
CHEBI:134857,UMLS:C0347950
PUBCHEM.COMPOUND:78357831,MONDO:0001648
CHEBI:82721,MONDO:0005230
UNII:FU77B4U5Z0,MONDO:0005011
UNII:9X7O8V25IT,UMLS:C0410065
CHEBI:6801,UMLS:C3160898
CHEBI:9671,MONDO:0005044
CHEBI:85537,HP:0001742
CHEBI:28939,MONDO:0019065
CHEBI:8232,UMLS:C0276064
CHEBI:17268,HP:0003124
CHEBI:76004,MONDO:0005314
CHEBI:31837,MONDO:0013600
CHEBI:7507,MONDO:0020283
CHEBI:8378,MONDO:0005480
CHEBI:3480,UMLS:C0276089
CHEBI:9233,MONDO:0005090
CHEBI:9609,UMLS:C1562430
CHEBI:59692,MONDO:0005180
CHEBI:135529,MONDO:0005412
CHEBI:135809,MONDO:0000190
CHEBI:28971,MONDO:0006670
CHEBI:17650,UMLS:C0423234
CHEBI:94402,HP:0001742
UNII:VY5YX2TQ1F,MONDO:0005233
UNII:UT99UG9QJX,UMLS:C0746883
CHEBI:41879,MONDO:0015614
CHEBI:48947,UMLS:C0684256
CHEMBL.COMPOUND:CHEMBL3084722,HP:0001742
CHEBI:22984,MONDO:0001220
CHEBI:135694,UMLS:C1321135
UNII:90ZX3Q3FR7,UMLS:C0406317
CHEBI:70718,MONDO:0020920
CHEBI:85662,MONDO:0005148
CHEBI:8713,MONDO:0005044
UNII:N7T15V1FUY,MONDO:0011122
CHEBI:31663,MONDO:0019558
CHEBI:18358,MONDO:0002334
CHEBI:34683,MONDO:0002203
CHEBI:5779,HP:0012531
CHEBI:7444,MONDO:0005044
CHEBI:3480,MONDO:0006816
CHEBI:27300,MONDO:0001068
CHEBI:2946,MONDO:0005642
CHEBI:125354,MONDO:0005062
CHEBI:4753,MONDO:0005041
CHEBI:161680,MONDO:0000918
CHEBI:124991,MONDO:0006816
UNII:7D96IR0PPM,MONDO:0004967
CHEBI:5165,MONDO:0002125
CHEBI:3746,MONDO:0005972
CHEBI:7983,MONDO:0013600
CHEBI:3077,MONDO:0005306
CHEBI:72297,MONDO:0018328
CHEBI:5615,UMLS:C0002915
CHEBI:17650,MONDO:0001405
UNII:4W0459ZA4V,UMLS:C0276027
CHEBI:23765,UMLS:C0339932
CHEBI:391960,EFO:0006865
CHEBI:3478,HP:0002783
CHEBI:4464,MONDO:0005642
CHEBI:6888,MONDO:0004979
CHEBI:4728,MONDO:0004979
CHEBI:15676,MONDO:0006608
UNII:I5I8VB78VT,MONDO:0005277
CHEBI:29007,UMLS:C0729586
CHEBI:3228,UMLS:C0231403
CHEBI:35022,MONDO:0002154
CHEBI:91514,MONDO:0005052
CHEBI:5280,MONDO:0006668
CHEBI:133021,MONDO:0018874
CHEBI:28077,UMLS:C0275959
UNII:4F4X42SYQ6,MONDO:0007243
CHEBI:15552,HP:0031417
CHEBI:5001,MONDO:0005010
CHEBI:15409,UMLS:C0002921
CHEBI:17650,MONDO:0004126
HGNC.FAMILY:180,HP:0000989
CHEBI:6887,MONDO:0005302
CHEBI:6402,MONDO:0008383
CHEBI:3310,HP:0002153
CHEBI:3515,UMLS:C0276088
CHEBI:3181,MONDO:0001945
CHEBI:27666,MONDO:0002715
CHEBI:61033,HP:0002625
CHEBI:4514,MONDO:0005052
CHEBI:3504,UMLS:C0339932
CHEBI:68642,MONDO:0850353
CHEBI:63611,MONDO:0005945
CHEBI:7596,MONDO:0001133
CHEBI:27902,MONDO:0005808
CHEBI:27810,NCIT:C50743
CHEBI:3646,MONDO:0011122
CHEBI:8382,MONDO:0006545
CHEBI:48947,UMLS:C0577708
CHEBI:9725,MONDO:0005642
CHEBI:3077,MONDO:0010481
CHEBI:48947,UMLS:C2887096
CHEBI:63611,MONDO:0001024
CHEBI:15409,MONDO:0006608
CHEBI:9168,MONDO:0005086
CHEBI:59177,HP:0031417
CHEBI:34543,MONDO:0000022
CHEBI:6820,HP:0031417
CHEBI:30440,UMLS:C0203713
CHEBI:16962,MONDO:0005093
CHEBI:72296,UMLS:C0155749
CHEBI:49375,MONDO:0006115
CHEBI:15551,UMLS:C0259787
CHEBI:60773,MONDO:0007576
CHEBI:84115,HP:0025337
CHEBI:135782,MONDO:0006547
CHEBI:45409,MONDO:0005354
CHEBI:190513,HP:0002901
CHEBI:135667,MONDO:0005044
CHEBI:43755,MONDO:0005044
CHEBI:554446,MONDO:0006816
CHEBI:49662,MONDO:0005178
UNII:OU2YM37K86,MONDO:0005354
UNII:939U7C91AI,MONDO:0007147
CHEBI:100241,UMLS:C0158371
CHEBI:9615,MONDO:0005385
CHEBI:8412,UMLS:C2711653
CHEBI:2567,MONDO:0005382
CHEBI:17833,UMLS:C0339968
CHEBI:75988,MONDO:0000612
CHEBI:61276,MONDO:0011786
CHEBI:41879,MONDO:0004795
CHEBI:134802,MONDO:0005607
CHEBI:6121,UMLS:C0002921
CHEBI:70746,UMLS:C0013922
UNII:5384HK7574,MONDO:0004669
CHEBI:18385,MONDO:0010198
UNII:73SM5SF3OR,MONDO:0004980
CHEBI:3061,HP:0001681
CHEBI:75283,MONDO:0005859
CHEBI:7507,MONDO:0004795
CHEBI:59170,UMLS:C0430713
CHEBI:3181,MONDO:0005148
UNII:2WTV10SIKH,MONDO:0009950
CHEBI:27902,MONDO:0019186
CHEBI:3499,MONDO:0004652
CHEBI:71229,MONDO:0004652
CHEBI:29013,UMLS:C0152973
CHEBI:68551,UMLS:C0267509
CHEBI:9249,MONDO:0019623
CHEBI:167309,UMLS:C0278140
CHEBI:31459,UMLS:C0426639
CHEBI:7476,HP:0001945
CHEBI:48947,UMLS:C0729586
CHEBI:8060,MONDO:0002050
CHEBI:9667,MONDO:0005301
CHEBI:34967,MONDO:0011122
CHEBI:17076,MONDO:0019095
CHEBI:31528,MONDO:0044212
CHEBI:29013,MONDO:0019360
CHEBI:6909,MONDO:0024389
UNII:UMD7G2653W,MONDO:0005298
CHEBI:6801,MONDO:0011565
CHEBI:5818,MONDO:0005492
CHEBI:42355,MONDO:0004277
CHEBI:36161,MONDO:0001356
CHEBI:5050,HP:0025095
UNII:21904A5386,UMLS:C0276026
UNII:90Z2UF0E52,MONDO:0015943
CHEBI:39585,MONDO:0001945
CHEBI:15552,HP:0001742
UNII:DD5RBA1NKF,UNII:DD5RBA1NKF
CHEBI:32221,MONDO:0008383
CHEBI:29007,UMLS:C0577709
CHEBI:40237,MONDO:0005148
GO:0097300,MONDO:0005173
CHEBI:29007,UMLS:C0343402
